,ID,Pred
185,2019_1120_1403,0.7044511729504082
186,2019_1120_1414,0.6907129788401636
187,2019_1120_1416,0.5672355933118639
188,2019_1120_1429,0.6388807771788343
189,2019_1120_1433,0.623072073290192
190,2019_1120_1436,0.6539366470708659
191,2019_1120_1437,0.48984893789249606
192,2019_1120_1438,0.8385745317956985
193,2019_1120_1439,0.5899378163691927
194,2019_1120_1449,0.6329976526497014
195,2019_1120_1458,0.5463873995891855
196,2019_1120_1459,0.7357487736471608
197,2019_1120_1463,0.5235590190730441
198,2019_1124_1125,0.7598513186302416
199,2019_1124_1133,0.3586719759034901
200,2019_1124_1138,0.8200206329312015
201,2019_1124_1153,0.7624063997383124
202,2019_1124_1159,0.5833450284706723
203,2019_1124_1181,0.8255939552918403
204,2019_1124_1192,0.381071728665478
205,2019_1124_1196,0.3242673944564487
206,2019_1124_1199,0.7044472830369798
207,2019_1124_1205,0.4606618366491875
208,2019_1124_1209,0.5700372802980391
209,2019_1124_1211,0.8612001843969557
210,2019_1124_1222,0.8636529883899228
211,2019_1124_1233,0.30100829841299737
212,2019_1124_1234,0.5126726710487155
213,2019_1124_1235,0.4991286217966959
214,2019_1124_1242,0.6378707868787324
215,2019_1124_1243,0.6938254100687957
216,2019_1124_1246,0.7797109020546609
217,2019_1124_1251,0.6969894448834243
218,2019_1124_1257,0.4052356056267177
219,2019_1124_1261,0.7724760264875737
220,2019_1124_1266,0.6324968533719743
221,2019_1124_1268,0.6252542103816031
222,2019_1124_1276,0.7796306230025514
223,2019_1124_1277,0.7798079571022717
224,2019_1124_1278,0.43959188371070823
225,2019_1124_1279,0.4805946933659533
226,2019_1124_1280,0.6079992577598393
227,2019_1124_1285,0.5884009854352767
228,2019_1124_1293,0.809327639367038
229,2019_1124_1295,0.27463913833655706
230,2019_1124_1297,0.6764564265060939
231,2019_1124_1300,0.2030738822560787
232,2019_1124_1305,0.8240106505425969
233,2019_1124_1308,0.7939090980554908
234,2019_1124_1314,0.7979650450003496
235,2019_1124_1318,0.5386712167335008
236,2019_1124_1326,0.36320409441218526
237,2019_1124_1328,0.38393496702770047
238,2019_1124_1330,0.6164467202779217
239,2019_1124_1332,0.4840339046129818
240,2019_1124_1341,0.365906418529103
241,2019_1124_1345,0.6987136660997593
242,2019_1124_1371,0.44471947227152886
243,2019_1124_1385,0.4686057387962296
244,2019_1124_1387,0.40970276670700834
245,2019_1124_1388,0.5135840029270867
246,2019_1124_1393,0.47601957621863167
247,2019_1124_1396,0.6004937238481521
248,2019_1124_1397,0.8249406339919447
249,2019_1124_1403,0.7834078788417571
250,2019_1124_1414,0.7721527960379289
251,2019_1124_1416,0.6654403467845664
252,2019_1124_1429,0.7286061533472896
253,2019_1124_1433,0.7149729787451851
254,2019_1124_1436,0.7414351513773505
255,2019_1124_1437,0.5930148465079258
256,2019_1124_1438,0.8874258129450809
257,2019_1124_1439,0.6858440770430763
258,2019_1124_1449,0.7235522696733226
259,2019_1124_1458,0.6463737364397433
260,2019_1124_1459,0.8086158062361185
261,2019_1124_1463,0.625124876125382
262,2019_1125_1133,0.15061476982944488
263,2019_1125_1138,0.5909351664364881
264,2019_1125_1153,0.5043157574044901
265,2019_1125_1159,0.3074358797133857
266,2019_1125_1181,0.6001433093935219
267,2019_1125_1192,0.1633300862889483
268,2019_1125_1196,0.1320580067942143
269,2019_1125_1199,0.43043211443304996
270,2019_1125_1205,0.21310108440986653
271,2019_1125_1209,0.295951557610879
272,2019_1125_1211,0.662988284129559
273,2019_1125_1222,0.6675918109203285
274,2019_1125_1233,0.12013465157692027
275,2019_1125_1234,0.2501236195113121
276,2019_1125_1235,0.24009839262991461
277,2019_1125_1242,0.35835294990662026
278,2019_1125_1243,0.41809712942547905
279,2019_1125_1246,0.5288000386624241
280,2019_1125_1251,0.4217357504502043
281,2019_1125_1257,0.17764991610516323
282,2019_1125_1261,0.5184143497021243
283,2019_1125_1266,0.3530381345657835
284,2019_1125_1268,0.34598288008486233
285,2019_1125_1276,0.5286835935079277
286,2019_1125_1277,0.5289408539538217
287,2019_1125_1278,0.19917267717313092
288,2019_1125_1279,0.2268270603465936
289,2019_1125_1280,0.32965525283701513
290,2019_1125_1285,0.31189055050363457
291,2019_1125_1293,0.5737071752749321
292,2019_1125_1295,0.10718090269495517
293,2019_1125_1297,0.3986435008379644
294,2019_1125_1300,0.0747547041379788
295,2019_1125_1305,0.5975110995981834
296,2019_1125_1308,0.5498332521964073
297,2019_1125_1314,0.5560063440202523
298,2019_1125_1318,0.2701897215333935
299,2019_1125_1326,0.15314569794568456
300,2019_1125_1328,0.16499342349505497
301,2019_1125_1330,0.3375656874274975
302,2019_1125_1332,0.22925180548395374
303,2019_1125_1341,0.15466473068727682
304,2019_1125_1345,0.4237312555099242
305,2019_1125_1371,0.20250929488968628
306,2019_1125_1385,0.21850547081695415
307,2019_1125_1387,0.18036908763291426
308,2019_1125_1388,0.25080843902510375
309,2019_1125_1393,0.22362762658528912
310,2019_1125_1396,0.3227566733816871
311,2019_1125_1397,0.5990555969779267
312,2019_1125_1403,0.5341922714242914
313,2019_1125_1414,0.5179554183025188
314,2019_1125_1416,0.3867436806777592
315,2019_1125_1429,0.45981377255513156
316,2019_1125_1433,0.44300039399990687
317,2019_1125_1436,0.47621460092792256
318,2019_1125_1437,0.3160008205193344
319,2019_1125_1438,0.7142381841965816
320,2019_1125_1439,0.4090500613779037
321,2019_1125_1449,0.4535087805253394
322,2019_1125_1458,0.366905039036726
323,2019_1125_1459,0.5725802564875243
324,2019_1125_1463,0.345857998912417
325,2019_1133_1138,0.8909838244473129
326,2019_1133_1153,0.8519856948781459
327,2019_1133_1159,0.7152179297154122
328,2019_1133_1181,0.8946420052488244
329,2019_1133_1192,0.5248148337392508
330,2019_1133_1196,0.46259843045495497
331,2019_1133_1199,0.810445727694739
332,2019_1133_1205,0.6050768255268585
333,2019_1133_1209,0.7039848026076818
334,2019_1133_1211,0.9175592254202516
335,2019_1133_1222,0.9191096264695388
336,2019_1133_1233,0.43581648783514426
337,2019_1133_1234,0.6536323512416418
338,2019_1133_1235,0.641264624337549
339,2019_1133_1242,0.7595980980802016
340,2019_1133_1243,0.8025656573353119
341,2019_1133_1246,0.863930338149773
342,2019_1133_1251,0.8049219126984386
343,2019_1133_1257,0.5499938893449853
344,2019_1133_1261,0.8589611222696877
345,2019_1133_1266,0.755337707426635
346,2019_1133_1268,0.7495573948321931
347,2019_1133_1276,0.8638753925711967
348,2019_1133_1277,0.8639967599862979
349,2019_1133_1278,0.5845607166833402
350,2019_1133_1279,0.624028449505531
351,2019_1133_1280,0.7356056908498376
352,2019_1133_1285,0.7194432789649807
353,2019_1133_1293,0.883910049689892
354,2019_1133_1295,0.4044713620778515
355,2019_1133_1297,0.7894938131810413
356,2019_1133_1300,0.31370610195700943
357,2019_1133_1305,0.8936047560115341
358,2019_1133_1308,0.873580478050423
359,2019_1133_1314,0.8763127432400023
360,2019_1133_1318,0.6768508877509158
361,2019_1133_1326,0.5057143591844704
362,2019_1133_1328,0.5278370270708505
363,2019_1133_1330,0.7424680542585462
364,2019_1133_1332,0.6272545320697984
365,2019_1133_1341,0.5086300884028089
366,2019_1133_1345,0.8062027346013744
367,2019_1133_1371,0.5896002208165867
368,2019_1133_1385,0.6126820654295657
369,2019_1133_1387,0.5545688953977008
370,2019_1133_1388,0.6544577489200265
371,2019_1133_1393,0.6197170383299013
372,2019_1133_1396,0.7294562225654883
373,2019_1133_1397,0.8942141945472917
374,2019_1133_1403,0.8664559906608413
375,2019_1133_1414,0.8587382882344496
376,2019_1133_1416,0.7810809069348398
377,2019_1133_1429,0.8280550076024623
378,2019_1133_1433,0.8181708220142527
379,2019_1133_1436,0.8372331655211847
380,2019_1133_1437,0.7232790367551922
381,2019_1133_1438,0.9339527343267946
382,2019_1133_1439,0.7965879134229067
383,2019_1133_1449,0.8244067423910955
384,2019_1133_1458,0.7662900595411103
385,2019_1133_1459,0.8834365516156483
386,2019_1133_1463,0.7494537701795616
387,2019_1138_1153,0.4140229341495313
388,2019_1138_1159,0.2356357929488967
389,2019_1138_1181,0.5103583988894107
390,2019_1138_1192,0.1193837193360816
391,2019_1138_1196,0.09556477878979464
392,2019_1138_1199,0.3441823670537921
393,2019_1138_1205,0.158296772673153
394,2019_1138_1209,0.2259585024900247
395,2019_1138_1211,0.5773774827742406
396,2019_1138_1222,0.5824138688651599
397,2019_1138_1233,0.08660756792915092
398,2019_1138_1234,0.1880736740971457
399,2019_1138_1235,0.17993869444178645
400,2019_1138_1242,0.27945980420814054
401,2019_1138_1243,0.33287452848914123
402,2019_1138_1246,0.4379970484142367
403,2019_1138_1251,0.33619998381851546
404,2019_1138_1257,0.13045133128501374
405,2019_1138_1261,0.4277757099722166
406,2019_1138_1266,0.27481393139223864
407,2019_1138_1268,0.2686727425496207
408,2019_1138_1276,0.43788201710879093
409,2019_1138_1277,0.4381361670022139
410,2019_1138_1278,0.14727997337236332
411,2019_1138_1279,0.1692520223813121
412,2019_1138_1280,0.25457340365408754
413,2019_1138_1285,0.23940973791195885
414,2019_1138_1293,0.4830989126111982
415,2019_1138_1295,0.07695276354795566
416,2019_1138_1297,0.3152380609830757
417,2019_1138_1300,0.053127513919181135
418,2019_1138_1305,0.5076200597012419
419,2019_1138_1308,0.45893626135931564
420,2019_1138_1314,0.46514330474927335
421,2019_1138_1318,0.20451950720102696
422,2019_1138_1326,0.11157416328143999
423,2019_1138_1328,0.12066405589176765
424,2019_1138_1330,0.2613846856468758
425,2019_1138_1332,0.17119757775031197
426,2019_1138_1341,0.11273574553478038
427,2019_1138_1345,0.3380273479105601
428,2019_1138_1371,0.1499099970983806
429,2019_1138_1385,0.16259847741303401
430,2019_1138_1387,0.1325645233127578
431,2019_1138_1388,0.18863134088730793
432,2019_1138_1393,0.1666896110338465
433,2019_1138_1396,0.24866319753160826
434,2019_1138_1397,0.5092261768139267
435,2019_1138_1403,0.44333452439446097
436,2019_1138_1414,0.4273258190015917
437,2019_1138_1416,0.3045669995336361
438,2019_1138_1429,0.3715168210255465
439,2019_1138_1433,0.3558054658870643
440,2019_1138_1436,0.38702468169474435
441,2019_1138_1437,0.24290199708702298
442,2019_1138_1438,0.6344684820752008
443,2019_1138_1439,0.3246427416622981
444,2019_1138_1449,0.36560312640500303
445,2019_1138_1458,0.2869711683971117
446,2019_1138_1459,0.4819487571703177
447,2019_1138_1463,0.2685643074006512
448,2019_1153_1159,0.3044517357313752
449,2019_1153_1181,0.5967661629874913
450,2019_1153_1192,0.16141869624985994
451,2019_1153_1196,0.13045551987958082
452,2019_1153_1199,0.4269901633388341
453,2019_1153_1205,0.2107539604741594
454,2019_1153_1209,0.2930317212733322
455,2019_1153_1211,0.6598410744642389
456,2019_1153_1222,0.6644658344797043
457,2019_1153_1233,0.11865707101547074
458,2019_1153_1234,0.24749697738778664
459,2019_1153_1235,0.2375436793059812
460,2019_1153_1242,0.3551280038609699
461,2019_1153_1243,0.4146820011861785
462,2019_1153_1246,0.5252969473805702
463,2019_1153_1251,0.4183122666711251
464,2019_1153_1257,0.1756061192923788
465,2019_1153_1261,0.514904876956211
466,2019_1153_1266,0.3498349408988991
467,2019_1153_1268,0.3428097808655578
468,2019_1153_1276,0.5251804138544831
469,2019_1153_1277,0.5254378700480327
470,2019_1153_1278,0.19694056816819627
471,2019_1153_1279,0.22437186319821
472,2019_1153_1280,0.3265571294417666
473,2019_1153_1285,0.3088824517575135
474,2019_1153_1293,0.5702666297210857
475,2019_1153_1295,0.10584347931861537
476,2019_1153_1297,0.3952793345870629
477,2019_1153_1300,0.07378846045895093
478,2019_1153_1305,0.5941267567648669
479,2019_1153_1308,0.5463523839482962
480,2019_1153_1314,0.5525343626353161
481,2019_1153_1318,0.2674275071491409
482,2019_1153_1326,0.1513319346326697
483,2019_1153_1328,0.16306636184488743
484,2019_1153_1330,0.3344303103236278
485,2019_1153_1332,0.2267780607416796
486,2019_1153_1341,0.1528362237236055
487,2019_1153_1345,0.42030334682581827
488,2019_1153_1371,0.20024914299546925
489,2019_1153_1385,0.2161151701852596
490,2019_1153_1387,0.17830079050434755
491,2019_1153_1388,0.24817698544877587
492,2019_1153_1393,0.22119715282643237
493,2019_1153_1396,0.31969246381671046
494,2019_1153_1397,0.5956754530736345
495,2019_1153_1403,0.5306936903294628
496,2019_1153_1414,0.5144457335703251
497,2019_1153_1416,0.38341590922146507
498,2019_1153_1429,0.4563251080748746
499,2019_1153_1433,0.4395354982310743
500,2019_1153_1436,0.4727103929851936
501,2019_1153_1437,0.3129711098132322
502,2019_1153_1438,0.7113612117104299
503,2019_1153_1439,0.4056573154720081
504,2019_1153_1449,0.45002810009319494
505,2019_1153_1458,0.3636467478350506
506,2019_1153_1459,0.5691374463648734
507,2019_1153_1463,0.3426854448985788
508,2019_1159_1181,0.7723109648151714
509,2019_1159_1192,0.3061220477523703
510,2019_1159_1196,0.25587129938569175
511,2019_1159_1199,0.6307081151151247
512,2019_1159_1205,0.37966061691825226
513,2019_1159_1209,0.48717601550678424
514,2019_1159_1211,0.8163758454638015
515,2019_1159_1222,0.8194547018803263
516,2019_1159_1233,0.23580613834157493
517,2019_1159_1234,0.42981428496200236
518,2019_1159_1235,0.4165879853634772
519,2019_1159_1242,0.5579445351043788
520,2019_1159_1243,0.6188699309375862
521,2019_1159_1246,0.717211600024918
522,2019_1159_1251,0.6223869897171513
523,2019_1159_1257,0.3280523674107192
524,2019_1159_1261,0.7086909732380289
525,2019_1159_1266,0.5522171418200426
526,2019_1159_1268,0.5445316793471159
527,2019_1159_1276,0.717116807992626
528,2019_1159_1277,0.7173262082400977
529,2019_1159_1278,0.3598237998785142
530,2019_1159_1279,0.39867939294720933
531,2019_1159_1280,0.5263753650805747
532,2019_1159_1285,0.5060118620935339
533,2019_1159_1293,0.7525645094511362
534,2019_1159_1295,0.21340500483879565
535,2019_1159_1297,0.5997020467416814
536,2019_1159_1300,0.15439963983182103
537,2019_1159_1305,0.7703784785543911
538,2019_1159_1308,0.7340641247928656
539,2019_1159_1314,0.7389105147171318
540,2019_1159_1318,0.45553873896513863
541,2019_1159_1326,0.2901213551095162
542,2019_1159_1328,0.3087030208838025
543,2019_1159_1330,0.5352372156817657
544,2019_1159_1332,0.4019860853244881
545,2019_1159_1341,0.292529714222571
546,2019_1159_1345,0.6243069006177755
547,2019_1159_1371,0.3646263306832981
548,2019_1159_1385,0.38721052454432725
549,2019_1159_1387,0.33214383751168797
550,2019_1159_1388,0.43070850436063235
551,2019_1159_1393,0.3942921144673033
552,2019_1159_1396,0.5185445567741533
553,2019_1159_1397,0.771513285896612
554,2019_1159_1403,0.721582930351278
555,2019_1159_1414,0.7083113437024204
556,2019_1159_1416,0.5876655863328505
557,2019_1159_1429,0.6579679574852738
558,2019_1159_1433,0.6425273013520211
559,2019_1159_1436,0.6726358035739559
560,2019_1159_1437,0.5107813990078474
561,2019_1159_1438,0.849591668137961
562,2019_1159_1439,0.6100328801219356
563,2019_1159_1449,0.6522265207643829
564,2019_1159_1458,0.5670503906831235
565,2019_1159_1459,0.7517057765401778
566,2019_1159_1463,0.5443947860577714
567,2019_1181_1192,0.1154227103393568
568,2019_1181_1196,0.09231121168437861
569,2019_1181_1199,0.33560528179947513
570,2019_1181_1205,0.15326938632741205
571,2019_1181_1209,0.2193422157129945
572,2019_1181_1211,0.5680224357982658
573,2019_1181_1222,0.5730878747587781
574,2019_1181_1233,0.0836307567638318
575,2019_1181_1234,0.18230542423718066
576,2019_1181_1235,0.1743663637551185
577,2019_1181_1242,0.271827093452227
578,2019_1181_1243,0.32443983046235214
579,2019_1181_1246,0.42861000658918125
580,2019_1181_1251,0.3277224163016591
581,2019_1181_1257,0.12617572645772335
582,2019_1181_1261,0.4184446252379882
583,2019_1181_1266,0.26726104478611323
584,2019_1181_1268,0.2612278391207462
585,2019_1181_1276,0.42849556093667684
586,2019_1181_1277,0.42874841823134613
587,2019_1181_1278,0.14254321888901533
588,2019_1181_1279,0.16394447442568882
589,2019_1181_1280,0.24738703214526392
590,2019_1181_1285,0.23251790079693213
591,2019_1181_1293,0.4735597537333338
592,2019_1181_1295,0.07428081294576638
593,2019_1181_1297,0.3070445717515391
594,2019_1181_1300,0.05123690276184123
595,2019_1181_1305,0.4980632551480606
596,2019_1181_1308,0.449459352558791
597,2019_1181_1314,0.4556461611946888
598,2019_1181_1318,0.1983700952669022
599,2019_1181_1326,0.10784053511227609
600,2019_1181_1328,0.11666619471849538
601,2019_1181_1330,0.25407157346401044
602,2019_1181_1332,0.16584119885036208
603,2019_1181_1341,0.10896801466018158
604,2019_1181_1345,0.3295265763717562
605,2019_1181_1371,0.14510305045215188
606,2019_1181_1385,0.15746002988440888
607,2019_1181_1387,0.1282298713104182
608,2019_1181_1388,0.1828498391420702
609,2019_1181_1393,0.16144680136536516
610,2019_1181_1396,0.24158959364908472
611,2019_1181_1397,0.4996698199443037
612,2019_1181_1403,0.4339214125446428
613,2019_1181_1414,0.41799737921549673
614,2019_1181_1416,0.2965307595796418
615,2019_1181_1429,0.3626352154038447
616,2019_1181_1433,0.34709202829097907
617,2019_1181_1436,0.37799531571902545
618,2019_1181_1437,0.235940814498242
619,2019_1181_1438,0.6255576143896866
620,2019_1181_1439,0.3163177280037781
621,2019_1181_1449,0.3567826387279036
622,2019_1181_1458,0.2792128023022985
623,2019_1181_1459,0.47241155299633464
624,2019_1181_1463,0.26112133585946307
625,2019_1192_1196,0.43880401802919367
626,2019_1192_1199,0.7952355316263011
627,2019_1192_1205,0.5818890923459088
628,2019_1192_1209,0.6835673855312615
629,2019_1192_1211,0.9099894347088806
630,2019_1192_1222,0.9116684904312827
631,2019_1192_1233,0.41234264966912515
632,2019_1192_1234,0.6315595679626123
633,2019_1192_1235,0.6188632652043149
634,2019_1192_1242,0.7416086376512958
635,2019_1192_1243,0.7868894188326097
636,2019_1192_1246,0.8522293310886015
637,2019_1192_1251,0.7893836635159057
638,2019_1192_1257,0.5261049820919947
639,2019_1192_1261,0.8469085205762744
640,2019_1192_1266,0.7371397628418452
641,2019_1192_1268,0.731082579459625
642,2019_1192_1276,0.852170469082223
643,2019_1192_1277,0.8523004882207725
644,2019_1192_1278,0.5610422716864809
645,2019_1192_1279,0.6012200962387584
646,2019_1192_1280,0.7164909561460775
647,2019_1192_1285,0.6996371768181565
648,2019_1192_1293,0.873675930858047
649,2019_1192_1295,0.3815440673123228
650,2019_1192_1297,0.7730731418572905
651,2019_1192_1300,0.2933891022444135
652,2019_1192_1305,0.8841132403623106
653,2019_1192_1308,0.8625773128420517
654,2019_1192_1314,0.8655107750226437
655,2019_1192_1318,0.6554778407739348
656,2019_1192_1326,0.4816900384115417
657,2019_1192_1328,0.5038330059629279
658,2019_1192_1330,0.7236630698366628
659,2019_1192_1332,0.6045178565328777
660,2019_1192_1341,0.4846030542761507
661,2019_1192_1345,0.7907399821950096
662,2019_1192_1371,0.5661553319242978
663,2019_1192_1385,0.5896380290688733
664,2019_1192_1387,0.5307156280410532
665,2019_1192_1388,0.6324079841272459
666,2019_1192_1393,0.5968161213584174
667,2019_1192_1396,0.7100721299854875
668,2019_1192_1397,0.8847700361569105
669,2019_1192_1403,0.8549357030002653
670,2019_1192_1414,0.8466700432641538
671,2019_1192_1416,0.7641999864322733
672,2019_1192_1429,0.8139334088960473
673,2019_1192_1433,0.8034301541223603
674,2019_1192_1436,0.8237048722063166
675,2019_1192_1437,0.7036321740996709
676,2019_1192_1438,0.9277697165660463
677,2019_1192_1439,0.7805668146817337
678,2019_1192_1449,0.810054247587844
679,2019_1192_1458,0.7486356519513544
680,2019_1192_1459,0.8731666803284402
681,2019_1192_1463,0.7309740541771014
682,2019_1196_1199,0.8328560170142034
683,2019_1196_1205,0.64101226119189
684,2019_1196_1209,0.7348639209821746
685,2019_1196_1211,0.9284242951679718
686,2019_1196_1222,0.9297860010446547
687,2019_1196_1233,0.47375859540016274
688,2019_1196_1234,0.6874319048426831
689,2019_1196_1235,0.6756722117626601
690,2019_1196_1242,0.7864357877031946
691,2019_1196_1243,0.8257072231088988
692,2019_1196_1246,0.8809462279479435
693,2019_1196_1251,0.8278465400715308
694,2019_1196_1257,0.5875247511209298
695,2019_1196_1261,0.8765096012422933
696,2019_1196_1266,0.7825148366840226
697,2019_1196_1268,0.7771871992075926
698,2019_1196_1276,0.8808972062065487
699,2019_1196_1277,0.8810054876186092
700,2019_1196_1278,0.6211942623090814
